2025-07-10 02:16:07,742  === metric-only session ===
2025-07-10 02:16:08,970  found 230 prediction files
2025-07-10 02:16:10,386  BraTS-GLI-00820-000_real_label_47.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,388  BraTS-GLI-00820-000_real_label_48.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,390  BraTS-GLI-00820-000_real_label_49.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,391  BraTS-GLI-00820-000_real_label_5.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,394  BraTS-GLI-00820-000_real_label_52.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,396  BraTS-GLI-00820-000_real_label_55.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,400  BraTS-GLI-00820-000_real_label_58.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,402  BraTS-GLI-00820-000_real_label_59.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,405  BraTS-GLI-00820-000_real_label_6.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,407  BraTS-GLI-00820-000_real_label_61.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,408  BraTS-GLI-00820-000_real_label_63.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,410  BraTS-GLI-00820-000_real_label_64.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,414  BraTS-GLI-00820-000_real_label_67.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,416  BraTS-GLI-00820-000_real_label_69.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,417  BraTS-GLI-00820-000_real_label_80.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,419  BraTS-GLI-00820-000_real_label_82.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,433  BraTS-GLI-00820-000_real_label_84.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,453  BraTS-GLI-00820-000_real_label_85.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,461  BraTS-GLI-00820-000_real_label_87.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,469  BraTS-GLI-00820-000_real_label_89.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,471  BraTS-GLI-00820-000_real_label_92.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,475  BraTS-GLI-00820-000_real_label_94.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,477  BraTS-GLI-00820-000_real_label_99.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,480  BraTS-GLI-00823-000_fake_label_0.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,482  BraTS-GLI-00823-000_fake_label_1.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,485  BraTS-GLI-00823-000_fake_label_10.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,488  BraTS-GLI-00823-000_fake_label_11.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,491  BraTS-GLI-00823-000_fake_label_12.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,493  BraTS-GLI-00823-000_fake_label_13.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,495  BraTS-GLI-00823-000_fake_label_14.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,498  BraTS-GLI-00823-000_fake_label_15.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,500  BraTS-GLI-00823-000_fake_label_16.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,502  BraTS-GLI-00823-000_fake_label_17.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,504  BraTS-GLI-00823-000_fake_label_18.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,506  BraTS-GLI-00823-000_fake_label_2.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,508  BraTS-GLI-00823-000_fake_label_22.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,511  BraTS-GLI-00823-000_fake_label_24.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,515  BraTS-GLI-00823-000_fake_label_27.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,517  BraTS-GLI-00823-000_fake_label_28.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,518  BraTS-GLI-00823-000_fake_label_29.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,520  BraTS-GLI-00823-000_fake_label_32.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,524  BraTS-GLI-00823-000_fake_label_33.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,526  BraTS-GLI-00823-000_fake_label_34.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,528  BraTS-GLI-00823-000_fake_label_38.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,531  BraTS-GLI-00823-000_fake_label_4.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,533  BraTS-GLI-00823-000_fake_label_42.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,536  BraTS-GLI-00823-000_fake_label_43.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,538  BraTS-GLI-00823-000_fake_label_44.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,541  BraTS-GLI-00823-000_fake_label_45.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,546  BraTS-GLI-00823-000_fake_label_48.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,548  BraTS-GLI-00823-000_fake_label_49.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,550  BraTS-GLI-00823-000_fake_label_5.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,556  BraTS-GLI-00823-000_fake_label_53.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,562  BraTS-GLI-00823-000_fake_label_54.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,564  BraTS-GLI-00823-000_fake_label_55.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,567  BraTS-GLI-00823-000_fake_label_56.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,569  BraTS-GLI-00823-000_fake_label_57.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,571  BraTS-GLI-00823-000_fake_label_58.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,573  BraTS-GLI-00823-000_fake_label_6.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,577  BraTS-GLI-00823-000_fake_label_60.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,579  BraTS-GLI-00823-000_fake_label_61.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,581  BraTS-GLI-00823-000_fake_label_62.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,583  BraTS-GLI-00823-000_fake_label_64.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,585  BraTS-GLI-00823-000_fake_label_69.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,588  BraTS-GLI-00823-000_fake_label_72.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,590  BraTS-GLI-00823-000_fake_label_75.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,595  BraTS-GLI-00823-000_fake_label_76.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,602  BraTS-GLI-00823-000_fake_label_8.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,605  BraTS-GLI-00823-000_fake_label_82.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,607  BraTS-GLI-00823-000_fake_label_83.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,609  BraTS-GLI-00823-000_fake_label_90.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,612  BraTS-GLI-00823-000_fake_label_91.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,614  BraTS-GLI-00823-000_fake_label_93.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,616  BraTS-GLI-00823-000_fake_label_95.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,618  BraTS-GLI-00823-000_fake_label_97.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,626  BraTS-GLI-00823-000_fake_label_98.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,628  BraTS-GLI-00823-000_fake_label_99.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,631  BraTS-GLI-00823-000_real_label_19.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,634  BraTS-GLI-00823-000_real_label_20.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,636  BraTS-GLI-00823-000_real_label_21.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,638  BraTS-GLI-00823-000_real_label_23.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,640  BraTS-GLI-00823-000_real_label_25.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,642  BraTS-GLI-00823-000_real_label_26.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,646  BraTS-GLI-00823-000_real_label_3.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,648  BraTS-GLI-00823-000_real_label_30.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,650  BraTS-GLI-00823-000_real_label_31.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,652  BraTS-GLI-00823-000_real_label_35.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,653  BraTS-GLI-00823-000_real_label_36.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,655  BraTS-GLI-00823-000_real_label_37.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,656  BraTS-GLI-00823-000_real_label_39.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,661  BraTS-GLI-00823-000_real_label_40.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,663  BraTS-GLI-00823-000_real_label_41.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,665  BraTS-GLI-00823-000_real_label_46.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,666  BraTS-GLI-00823-000_real_label_47.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,668  BraTS-GLI-00823-000_real_label_50.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,669  BraTS-GLI-00823-000_real_label_51.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,674  BraTS-GLI-00823-000_real_label_52.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,676  BraTS-GLI-00823-000_real_label_59.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,677  BraTS-GLI-00823-000_real_label_63.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,679  BraTS-GLI-00823-000_real_label_65.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,681  BraTS-GLI-00823-000_real_label_66.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,682  BraTS-GLI-00823-000_real_label_67.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,684  BraTS-GLI-00823-000_real_label_68.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,686  BraTS-GLI-00823-000_real_label_7.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,687  BraTS-GLI-00823-000_real_label_70.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,689  BraTS-GLI-00823-000_real_label_71.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,690  BraTS-GLI-00823-000_real_label_73.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,692  BraTS-GLI-00823-000_real_label_74.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,693  BraTS-GLI-00823-000_real_label_77.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,695  BraTS-GLI-00823-000_real_label_78.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,696  BraTS-GLI-00823-000_real_label_79.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,698  BraTS-GLI-00823-000_real_label_80.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,699  BraTS-GLI-00823-000_real_label_81.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,701  BraTS-GLI-00823-000_real_label_84.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,703  BraTS-GLI-00823-000_real_label_85.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,704  BraTS-GLI-00823-000_real_label_86.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,706  BraTS-GLI-00823-000_real_label_87.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,707  BraTS-GLI-00823-000_real_label_88.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,708  BraTS-GLI-00823-000_real_label_89.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,710  BraTS-GLI-00823-000_real_label_9.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,712  BraTS-GLI-00823-000_real_label_92.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,714  BraTS-GLI-00823-000_real_label_94.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,715  BraTS-GLI-00823-000_real_label_96.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,717  BraTS-GLI-00824-000_fake_label_1.nii: ground-truth .nii.gz not found, skip
2025-07-10 02:16:10,740  Metric-only session finished – Avg Dice=nan  IoU=nan
